AuthorYear,Authors,Title,Journal,Year,URL,Abstract,Relevant,Experiment,SourceType,SourceTypeNEW,Original,DataSourceReference,Country,YearsCovered,VarsSocioDemographic,VarPolBehavior,VarsOffices,VarsDistrict,VarsInteresting,Questions?
OBrien2015,"O'Brien, Diana Z.","Rising to the Top: Gender, Political Performance, and Party Leadership in Parliamentary Democracies",AJPS,2015,http://www.jstor.org/stable/24582963,"Party leaders are the main actors controlling campaign strategies, policy agendas, and government formation in advanced parliamentary democracies. Little is known, however, about gender and party leadership. This article examines gendered leadership patterns across 71 political parties in 11 parliamentary democracies between 1965 and 2013. It shows that men and women have different access to, and experiences in, party leadership and that these gendered political opportunity structures are shaped by parties' political performances. Women are more likely to initially come to power in minor opposition parties and those that are losing seat share. Once selected for the position, female leaders are more likely to retain office when their parties gain seats, but they are also more likely to leave the post when faced with an unfavorable trajectory. Together, these results demonstrate that prospective female leaders are playing by a different (and often more demanding) set of rules than their male counterparts.",yes,no,scholarly,scholarly,,"Döring, Holger, and Philip Manow. 2010. ""Parliament and Government Composition Database (ParlGov): An Infrastructure for Empirical Information on Parties, Elections and Governments in Modern Democracies."" http://www.parlgov.org/.",,,no,no,no,no,,"the unit of analysi sis the political party, the outcome variable is the initial selection of a female party leader"
PARKER2009,"PARKER, D. A. V. I. D. C. W. GOODMAN, C. R. A. I. G.","Making a Good Impression: Resource Allocation, Home Styles, and Washington Work",LSQ,2009,http://www.jstor.org/stable/20680255,"Members of Congress engage in a variety of representational activities, but existing research suggests that the effect of these activities on reelection margins is mixed. Reframing the question, we examined whether or not constituents notice the home styles of members and members' efforts to communicate their activities through the allocation of official resources. Combining new data on members' office expenditures with data from the American National Election Studies, we found evidence that constituents perceive the representational activities of their members in a meaningful fashion. Franking, office expenditures, and travel back home to the district provide positive benefits to incumbents, shaping how constituents view these members and their activities.",yes,no,"government, institutue, scholarly",scholarly,,"ANES, The National Taxpayers Union, Statement of Disbursements of the House",US House,1995-2001,no,yes,yes,yes,travel,
Peress2013,"Peress, Michael",Estimating Proposal and Status Quo Locations Using Voting and Cosponsorship Data,JOP,2013,http://www.jstor.org/stable/10.1017/s0022381613000571,"Theories of lawmaking generate predictions for the policy outcome as a function of the status quo. These theories are difficult to test because the widely applied ideal point estimation techniques do not recover the locations of proposals or status quos. Instead, such techniques only recover cutpoints. This limitation has meant that most existing tests of theories of lawmaking have been indirect in nature. I propose a method of directly measuring ideal points, proposal locations, and status quo locations on the same scale, by employing a combination of voting data, bill and amendment cosponsorship data, and the congressional record. My approach works as follows. First, we can identify the locations of legislative proposals (bills and amendments) on the same scale as voter ideal points by jointly scaling voting and cosponsorship data. Next, we can identify the location of the final form of the bill using the location of the last successful amendment (which we already know). If the bill was not amended, then the final form is simply the original bill location. Finally, we can identify the status quo point by employing the cutpoint we get from scaling the final passage vote. To implement this procedure, I automatically coded data on the congressional record available from www.thomas.gov. I apply this approach to recent sessions of the U.S. Senate and use it to test the implications of competing theories of lawmaking.",yes,no,"government, other","government, schoalrly",,Co-sponsorship data: www.thomas.gov; Recorded votes: www.voteview.com; Legislative agenda: www.thomas.gov,US Senate,1993-2007,no,yes,no,no,,
Proksch2012,"Proksch, Sven-Oliver Slapin, Jonathan B.",Institutional Foundations of Legislative Speech,AJPS,2012,http://www.jstor.org/stable/23316004,"Participation in legislative debates is among the most visible activities of members of parliament (MPs), yet debates remain an understudied form of legislative behavior. This study introduces a comparative theory of legislative speech with two major implications. First, party rules for debates are endogenous to strategic considerations and will favor either party leadership control or backbencher MP exposure. Second, in some systems, backbenchers will receive less time on the floor as their ideological distance to the party leadership increases. This leads to speeches that do not reflect true party cohesion. Where party reputation matters less for reelection, leaders allow dissidents to express their views on the floor. We demonstrate the implications of our model for different political systems and present evidence using speech data from Germany and the United Kingdom.",yes,no,government,government,,"The data were collected from the online archives of both parliaments and from Bundestag (1998), Butler and Butler (2005), and Gay (2009). The online archives are available at http://www.publications.parliament.uk and http://dip.bundestag.de/.","Germany, United Kingdom",1976-2005,no,yes,no,no,"regime type,",
Quinn2010,"Quinn, Kevin M. Monroe, Burt L. Colaresi, Michael Crespin, Michael H. Radev, Dragomir R.",How to Analyze Political Attention with Minimal Assumptions and Costs,AJPS,2010,http://www.jstor.org/stable/20647980,"Previous methods of analyzing the substance of political attention have had to make several restrictive assumptions or been prohibitively costly when applied to large-scale political texts. Here, we describe a topic model for legislative speech, a statistical learning model that uses word choices to infer topical categories covered in a set of speeches and to identify the topic of specific speeches. Our method estimates, rather than assumes, the substance of topics, the keywords that identify topics, and the hierarchical nesting of topics. We use the topic model to examine the agenda in the U.S. Senate from 1997 to 2004. Using a new database of over 118,000 speeches (70,000,000 words) from the Congressional Record, our model reveals speech topic categories that are both distinctive and meaningfully interrelated and a richer view of democratic agenda dynamics than had previously been possible.",maybe,no,government,government,,Congressional Record,US Senate,1997-2004,no,no,no,no,"The analysis focuses on speeches, irrespective of who conducts them. Not sure if this is relevant.",
Ramey2015,"Ramey, Adam","Weighing the Alternatives: Preferences, Parties, and Constituency in Roll-Call Voting",JOP,2015,http://www.jstor.org/stable/10.1086/679748,"Theories of parties and lawmaking typically require measures of legislators' preferences for empirical analysis (Aldrich and Rohde 2000 Cox and McCubbins 2005 Krehbiel 1996). However, existing methods for generating estimates of these preferences presume that legislators care only about their own policy preferences and not about their constituency or party position (Clinton, Jackman, and Rivers 2004 Poole and Rosenthal 1997), though substantive scholars have for decades hypothesized otherwise (Clausen 1967 Fenno 1973 Sinclair 1995 Smith 2007). Focusing on the US Senate, I develop a new statistical estimator to determine the weights legislators place or their preferences, party, and constituency in roll-call voting. Estimation is within a Bayesian IRT framework. The results help to explain the gap between estimated ideal points and legislators' true preferences and, thereby, have important implications for lawmaking theories, as well as theories of representation.",yes,no,scholarly,scholarly,,"Mean inflation adjusted ADA score of a Senator's House dlegation (Levitt, 1996)",US House,1959-2005,no,yes,yes,no,,
REYNOLDS2013,"REYNOLDS, A. N. D. R. E. W.",Representation and Rights: The Impact of LGBT Legislators in Comparative Perspective,APSR,2013,http://www.jstor.org/stable/43654014,"This article focuses on the link between the representation of lesbian, gay, bisexual, and transcender (LGBT) people in national legislatures and the existence of equality laws focused on sexual orientation. It addresses three interrelated questions: how many out"" LGBT legislators have served in national parliaments what explains the cross-national variation in their legislative presence and what is the relationship between the presence of gay legislators and the enactment of laws that treat gay and straight citizens equally? There is an established literature arguing that the representation of women and ethnic minorities ""descriptively"" in national legislatures improves the realization of their policy preferences and the position of the group within the society as a whole. This article draws on that literature and extends the analysis to LGBT communities. It finds that the presence of even a small number of openly gay legislators is associated significantly with the future passage of enhanced gay rights even after including controls for social values democracy government ideology and electoral system design. Once openly gay legislators are in office they have a transformative effect on the views and voting behavior of their straight colleagues. This ""familiarity through presence"" effect is echoed in studies of U.S. state legislatures and levels of social tolerance of homosexuality in the population at large.""",maybe,no,"original, scholarly","original, scholarly",,unclear,"multiple,",1976-2011,yes,no,no,no,,"Main independent variable is sexual orientation of MPs, dependent variable is LGBT Law --> not sure if this is relevant"
RICHMAN2011,"RICHMAN, J. E. S. S. E.","Parties, Pivots, and Policy: The Status Quo Test",APSR,2011,http://www.jstor.org/stable/41480832,"Identifying policy status quo locations is a precondition for testing key predictions of many spatial models of legislative politics, but such measures have proved to be extremely difficult to construct. This study applies a novel technique that measures policy locations in relation to legislators' preferences. The resulting status quo estimates allow for a direct test of the policy consequences predicted by pivotal politics and party cartel theories of legislative politics. The empirical tests indicate that parties interact with pivotal politics to contribute to policy gridlock and shape policy change. By bringing pressure to bear on pivotal politics pivots"" and by blocking policy changes that would ""roll"" the party parties increase the range of policies subject to gridlock in the American political system.""",yes,no,"scholarly, institute",scholarly,,"Project Vote Smart. 2008. ""National Political Attitude Test."" (http://www.votesmart.org/npat_about.php accessed January 27, 2011).","US House, US Senate",1994-2008,no,yes,no,no,,
Ringe2013,"RINGE, N. I. L. S.; VICTOR, J. E. N. N. I. F. E. R. N. I. C. O. L. L.; GROSS, J. U. S. T. I. N. H.",Keeping Your Friends Close and Your Enemies Closer? Information Networks in Legislative Politics,BJPS,2013,http://www.jstor.org/stable/23526246,"The authors contribute to the existing literature on the determinants of legislative voting by offering a social network-based theory about the ways that legislators' social relationships affect floor voting behaviour. It is argued that legislators establish contacts with both political friends and enemies, and that they use the information they receive from these contacts to increase their confidence in their own policy positions. Social contacts between political allies have greater value the more the two allies agree on policy issues, while social contacts between political adversaries have greater value the more the two adversaries disagree on policy issues. To test these propositions, we use social network analysis tools and demonstrate how to account for network dependence using a multilevel modelling approach.",yes,no,original,original,,self-collected,European Parliament,,,,,,,"wasn't able to access this article online, it's not in the dropbox folder"
Robinson2015,"Robinson, Gregory",Competing Agendas in Theories of Congress: Assessing Agenda Control Using Counterfactual Data,JOP,2015,http://www.jstor.org/stable/10.1086/681589,"In legislative studies, a ``roll rate'' refers to the proportion of votes where a member or group of members is ``rolled''---voting no on a measure that passes. Roll rates analysis is a potentially useful tool for evaluating arguments that the majority party in the House exercises influence by controlling what does and does not make it onto the agenda. Despite its promise, so far the use of roll rates to test these arguments has faced the problem of observational equivalence---that the predictions of partisan theories of agenda control are indistinguishable from those of arguments that have no place for parties. I address this problem by calculating party-less and partisan counterfactual roll rates data to pin down the predictions of these theories. This offers a powerful research design to evaluate observed roll rates from sample Congresses. The results provide intriguing evidence for partisan theories of the House agenda.",maybe,no,scholarly,scholarly,,"Cox, Gary W., and Mathew D. McCubbins. 2007. “Replication Data for Setting the Agenda: Responsible Party Government in the USHouse of Representatives.” http://hdl.handle.net/1902.1/10581.",US House,1953-1999,no,yes,no,no,,
Rocca2012,"Rocca, Michael S. Gordon, Stacy B.",Earmarks as a Means <em>and</em> an End: The Link between Earmarks and Campaign Contributions in the U.S. House of Representatives,JOP,2012,http://www.jstor.org/stable/10.1017/s0022381612000990,"Legislative earmarks have taken center stage in the popular press in recent years as journalists, pundits, the president, and, sometimes, even legislators themselves question the economic, representational, and general policy implications of this type of federal spending. Some scholars suggest that legislators garner either direct or indirect electoral benefits from this behavior, but empirical findings are mixed. In this article, we place this discussion in the context of the literature on the link between campaign contributions and legislative services. We argue that MCs use earmarks to reward loyal contributors while interest groups attract earmarks by contributing to legislators' campaigns. Utilizing a two-stage OLS technique, we find a robust relationship between defense earmarks and campaign contributions from defense political action committees during the 111th Congress.",yes,no,institute,institute,,Center for Responsive Politics: www.opensecrets.org; Taxpayers for Common Sense: www.taxpayer.net,US House,2009-2010,no,yes,yes,yes,amount of defense earmarks received by legislators,
Rogowski2014,"Rogowski, Jon C.","Electoral Choice, Ideological Conflict, and Political Participation",AJPS,2014,http://www.jstor.org/stable/24363498,"Generations of democratic theorists argue that democratic systems should present citizens with clear and distinct electoral choices. Responsible party theorists further argued that political participation increases with greater ideological conflict between competing electoral options. Empirical evidence on this question, however, remains deeply ambiguous. This article introduces new joint estimates of citizen preferences and the campaign platforms chosen by pairs of candidates in U.S. House and Senate races. The results show that increasing levels of ideological conflict reduce voter turnout, and are robust across a wide range of empirical specifications. Furthermore, the findings provide no support for existing accounts that emphasize how ideology or partisanship explains the relationship between ideological conflict and turnout. Instead, I find that increasing levels of candidate divergence reduce turnout primarily among citizens with lower levels of political sophistication. These findings provide the strongest evidence to date for how mass political behavior is conditioned by electoral choice.",yes,no,scholarly,scholarly,,"Project Vote Smart, U.S. Census Bureau, 2006 Cooperative Congressional Election Study.",US House US Senate,1996-2006,yes,yes,no,no,,
Rosas2011,"Rosas, Guillermo Langston, Joy",Gubernatorial Effects on the Voting Behavior of National Legislators,JOP,2011,http://www.jstor.org/stable/10.1017/s0022381611000326,"Are subnational political elites, such as governors, capable of affecting the voting behavior of national representatives even in the face of high legislative discipline? We address this question by estimating the exogenous causal effect of gubernatorial influence on the voting behavior of national legislators in Mexico, where constitutional provisions guarantee that the political survival times of governors and legislators are fixed and known ex ante and where we can thus know precisely which legislators will leave congress before their state governor's term has expired. We posit that such legislators will be more willing to represent gubernatorial preferences because they expect the governor to find them employment upon finishing their stay in congress. We find that governors whose terms end after the term of the national assembly are able to systematically increase the voting cohesion of legislators from their own party and state and that these effects are substantively important.",yes,no,scholarly,government,,Roll call data; Camara de Diputados at gaceta.cddhcu.gob.mxandat www.diputados.gob.mx/Votaciones.htm.,Mexico,2000-2009,no,yes,yes,no,,
ROSENSON2009,"ROSENSON, B. E. T. H. A.",Congressional Frequent Flyers: Demand- and Supply-Side Explanations for Privately Sponsored Travel,LSQ,2009,http://www.jstor.org/stable/20680238,"Privately sponsored congressional travel raises questions about the influence of interest groups on lawmakers and about legislative behavior. I used multiple regression to explain variation in congressional travel, looking at 15,825 trips, both domestic and overseas, taken by House and Senate members and their staff between 2001 and 2004. I found that both supply-side and demand-side factors influence congressional travel. Electoral vulnerability corresponds with reduced trip-taking, and institutional power is associated with greater trip-taking, although not to the extent that rent-seeking theory might predict. Members' racial or ethnic minority status also corresponds with greater trip-taking in the House. Pending retirement also influences trip-taking, but in the opposite direction from what some shirking"" theories would predict.""",yes,no,institute,institute,,"Center for Public Integrity. 2009. ""Search Database."" http://www.publicintegrity.org/powertrips/search.aspx (accessed March 30, 2009).",US House US Senate,2001-2004,yes,yes,yes,yes,,
Saiegh2009,"Saiegh, Sebastian M.",Political Prowess or ``Lady Luck''? Evaluating Chief Executives' Legislative Success Rates,JOP,2009,http://www.jstor.org/stable/10.1017/s0022381609990181,"How successful should we expect chief executives to be in their relationships with the legislature? Answering this question is key to making judgments about the political prowess and lawmaking abilities of particular rulers. I introduce a standard to compare the actual performances of chief executives around the world based on the notion that variations in chief executives' legislative success rates stem from the unpredictability of legislators' behavior. The results underscore the role of uncertainty in statutory policymaking: on average, chief executives' performances are not much different from what should be expected if legislators flip coins to decide how to respond to their proposals. I also analyze the individual performance of chief executives statistically. The findings suggest that the standard by which we should judge the performance of chief executives cannot be conceived in isolation of the conditions under which they operate. So, for example, to be deemed as successful, a typical Westminster-style prime minister should be able to obtain passage of almost all of her pieces of legislation. In contrast, if a chief executive operating in a separation-of-powers system, with a highly fragmented legislature, secures passage for more than two-thirds of her proposals, she can be considered a very successful lawmaker.",yes,no,scholarly,scholarly,,unclear,"global,",1946-2000,no,yes,yes,no,,
SAIEGH2009,"SAIEGH, S. E. B. A. S. T. I. A. N. M.",Recovering a Basic Space from Elite Surveys: Evidence from Latin America,LSQ,2009,http://www.jstor.org/stable/20680229,"I used elite survey data and scaling techniques to estimate the location of political actors (parties, chief executives, and legislators) from nine countries in a common ideological space. The recovered ideological configuration of each country accurately reflects the description of that country's political landscape given by the popular press and in the scholarly literature. My findings demonstrate that data generated by survey responses can be reliably used to locate legislators' ideological positions in a low-dimensional space in a manner analogous to the roll-call-based methods commonly used in the scholarship on the U.S. Congress. My approach has two important advantages over methods that use roll-call data, expert surveys, or some combination thereof. First, it does not rely on recorded votes and so is unaffected by concerns about the validity of roll-call data as unbiased indicators of legislator preference. And, because it does not require access to voting records, this approach can be applied to any legislature in the world. Second, my method can be used to estimate the location of political actors in a common ideological space.",yes,no,scholarly,scholarly,,"Proeyto de Elites Latinoamericanas, 1994-2005. Salamanca, Spain: Universidad de Salamanca.","Argentina, Bolivia, Brazil, Chile, Colombia, Costa Rica, Mexico, Paraguay, Uruguay",1994-2005,no,yes,no,no,,
SCHICKLER2009,"SCHICKLER, E. R. I. C. PEARSON, K. A. T. H. R. Y. N.","Agenda Control, Majority Party Power, and the House Committee on Rules, 1937-52",LSQ,2009,http://www.jstor.org/stable/20680254,"The role of the U.S. House Rules Committee is consequential for theories of congressional parties, yet its role during the conservative coalition"" era is not well understood. We systematically analyzed the politics surrounding all special rules considered in Democratic Congresses from 1937 to 1952. We found that Rules repeatedly used its agenda power to push to the floor conservative initiatives that were opposed by the Democratic administration the Rules Committee chair and most northern Democrats especially in Congresses that followed Republican election gains. The 44 conservative initiatives we identified include many of the most important policy issues considered during the period. Our findings challenge the idea that the majority party has consistently enjoyed a veto over which initiatives reach the floor and they underscore the limits of roll-call-vote analysis in assessments of agenda control.""",no,no,original,original,,"Unpublished Rules Committee hearing transcripts and minute books, newspaper coverage, and members' floor statements",US House,1937-1952,no,no,no,no,,Doesn't focus directly on legislators but more on the work of the committee
Schuit2017,"Schuit, Sophie Rogowski, Jon C.","Race, Representation, and the Voting Rights Act",AJPS,2017,http://www.jstor.org/stable/26379507,"Despite wide scholarly interest in the Voting Rights Act, surprisingly little is known about how its specific provisions affected Black political representation. In this article, we draw on theories of electoral accountability to evaluate the effect of Section 5 of the Voting Rights Act, the preclearance provision, on the representation of Black interests in the 86th to 105th congresses. We find that members of Congress who represented jurisdictions subject to the preclearance requirement were substantially more supportive of civil rights--related legislation than legislators who did not represent covered jurisdictions. Moreover, we report that the effects were stronger when Black voters composed larger portions of the electorate and in more competitive districts. This result is robust to a wide range of model specifications and empirical strategies, and it persists over the entire time period under study. Our findings have especially important implications given the Supreme Court's recent decision in Shelby County v. Holder.",yes,no,scholarly,scholarly,,"data used was collected by Frank R. Baum gartner and Bryan D. Jones, with the support of National Science Foundation (NSF) grant numbers SBR 9320922 and 0111611",US House,"1959-1960, 1997-1998",yes,yes,no,yes,,
Schor2011,"Shor, Boris, McCarty, Nolan",The Ideological Mapping of American Legislatures,APSR,2011,http://www.jstor.org/stable/41480856,"The development and elaboration of the spatial theory of voting has contributed greatly to the study of legislative decision making and elections. Statistical models that estimate the spatial locations of individual decision-makers have made a key contribution to this success. Spatial models have been estimated for the U.S. Congress, the Supreme Court, U.S. presidents, a large number of non-U.S. legislatures, and supranational organizations. Yet one potentially fruitful laboratory for testing spatial theories, the individual U.S. states, has remained relatively unexploited, for two reasons. First, state legislative roll call data have not yet been systematically collected for all states over time. Second, because ideal point models are based on latent scales, comparisons of ideal points across states or even between chambers within a state are difficult. This article reports substantial progress on both fronts. First, we have obtained the roll call voting data for all state legislatures from the mid-1990s onward. Second, we exploit a recurring survey of state legislative candidates to allow comparisons across time, chambers, states as well as with the U.S. Congress. The resulting mapping of America's state legislatures has great potential to address numerous questions not only about state politics and policymaking, but also about legislative politics in general.",yes,no,scholarly,scholarly,,"NPAT Survey, Roll call data from a projectc supported by the Woodrow Wilson School and the Russell Sage Foundation",US House,1996-2009,no,yes,yes,yes,,
SIMON2009,"SIMON, H. I. X. NOURY, A. B. D. U. L.",After Enlargement: Voting Patterns in the Sixth European Parliament,LSQ,2009,http://www.jstor.org/stable/20680234,"We examined how voting behavior in the European Parliament changed after the European Union added ten new member-states in 2004. Using roll-call votes, we compared voting behavior in the first half of the Sixth European Parliament (July 2004-December 2006) with voting behavior in the previous Parliament (1999-2004). We looked at party cohesion, coalition formation, and the spatial map of voting by members of the European Parliament. We found stable levels of party cohesion and interparty coalitions that formed mainly around the left-right dimension. Ideological distance between parties was the strongest predictor of coalition preferences. Overall, the enlargement of the European Union in 2004 did not change the way politics works inside the European Parliament. We also looked at the specific case of the controversial Services Directive and found that ideology remained the main predictor of voting behavior, although nationality also played a role.",maybe,no,scholarly,scholarly,,"Hix, Simon, Abdul Noury, and Gerard Roland. 2005. ""Power to the Parties: Cohesion and Competition in the European Parliament, 1979-2001."" British Journal of Political Science 35: 209-34.",European Parliament,1999-2006,no,yes,no,yes,,"focus on party cohesion within the EU, not on individual legislators --> is it relevant?"
SMITH2010,"SMITH, D. A. V. I. D. R. BRUNELL, T. H. O. M. A. S. L.",Special Elections to the U.S. House of Representatives: A General Election Barometer?,LSQ,2010,http://www.jstor.org/stable/25750383,"Vacancies in the U.S. House of Representatives are filled using special elections. These elections occur off the usual American electoral cycle, and their results are routinely portrayed by the American mass media as indications of what to expect in the next general election. We examined the predictive power of special elections results with respect to the general election outcomes for the U.S. House of Representatives from 1900 to 2008. We found that special elections that yield a change in partisan control do have predictive power regarding general election results.",no,no,"original, scholarly","original, scholarly",,,US House,1900-2008,no,no,no,no,"midterm loss, special election",not focused on legislators per se but on predictive power of special elections; unit of observation is the general election
STIGLITZ2010,"STIGLITZ, E. D. W. A. R. D. H. WEINGAST, B. A. R. R. Y. R.",Agenda Control in Congress: Evidence from Cutpoint Estimates and Ideal Point Uncertainty,LSQ,2010,http://www.jstor.org/stable/25750378,"This article develops two new tests of partisan and nonpartisan theories of lawmaking based on cutpoint estimates and measures of uncertainty about ideal point estimates. Theories of congressional organization make explicit predictions about the absence of cutpoints in certain intervals of the policy space. We test these theories with new cutpoint estimates and exploit the fact that the ideal points of members located far from the density of cutpoints are necessarily estimated with less precision. We validate our empirical approach through simulations, and we test three models of congressional organization using House roll call data from the 86th through the 110th Congresses (1959--2008). We find strong evidence of partisan agenda control. Our findings exhibit modest differences from the results predicted by Cox and McCubbins's party cartel theory: negative agenda control increases over time and is negatively correlated with the size of the blockout region.",yes,no,scholarly,scholarly,,,US House,1959-2008,no,yes,no,no,,I wasn't able to access the Appendix and therefore can't identify the data source.
Sulkin2009,"Sulkin, Tracy",Campaign Appeals and Legislative Action,JOP,2009,http://www.jstor.org/stable/10.1017/s0022381609090902,"I explore the extent to which the campaign appeals made by congressional candidates serve as credible signals about the issues they will pursue in office. My analyses focus on the televised advertisements of 391 House candidates in the 1998, 2000, and 2002 elections and the content of their subsequent legislative activity in the 106th--108th Congresses. I track candidates' and legislators' attention to a set of 18 different issues and show that legislators do indeed follow through on the appeals they make in campaigns. However, the strength of the linkages between campaign appeals and legislative activity varies in a systematic fashion with features of candidates' rhetoric. These findings illustrate the value of extending the study of campaigns to include phenomena that occur after Election Day and of conceiving of the linkages between electoral and legislative politics as a locus for representation.",yes,no,scholarly|original,scholarly|original,,Candidate's televised advertisements by Campaign Media Analysis Group and the Wisconsin Advertising Project,US House,1998-2000,no,no,no,no,campaign appeals|televised advertisements|legislative activity,
Tavits2011,"Tavits, Margit",Power within Parties: The Strength of the Local Party and MP Independence in Postcommunist Europe,AJPS,2011,http://www.jstor.org/stable/23025128,"This study argues that organizationally stronger local party branches are more powerful within the party than organizationally weaker branches: they can better perform the tasks central to the party, which include communication with, and mobilization of, voters. I further argue that this subunit power should be manifested in the parliamentary behavior and status of MPs: those from districts where the local party organization is strong are more likely (1) to behave independently in parliament and break party unity and (2) to hold leadership positions in parliamentary committees. I find support for these propositions in the analysis of 12 legislatures from four postcommunist democracies---Czech Republic, Estonia, Hungary, and Poland. The results remain robust against various alternative explanations.",yes,no,scholarly,scholarly,,,"Czech Republic,Estonia,Hungary,Poland",1996-2007,no,yes,yes,yes,subunit organizational strength,
Theriault2011,"Theriault, Sean M. Rohde, David W.",The Gingrich Senators and Party Polarization in the U.S. Senate,JOP,2011,http://www.jstor.org/stable/10.1017/s0022381611000752,"The political parties in the Senate are almost as polarized at they are in the House. Nevertheless, the explanations for party polarization work better in the House than they do in the Senate. In this article, we argue that the polarization in the House has directly contributed to polarization in the Senate. We find that almost the entire growth in Senate party polarization since the early 1970s can be accounted for by Republican senators who previously served in the House after 1978---a group we call the ``Gingrich Senators.'' While our analysis indicates that part of this effect has its roots in the senators' constituencies, the experience of these representatives serving in the House continues to exert a real and substantial effect on their voting behavior in the Senate.",yes,no,scholarly,scholarly,,,US House US Senate,1973-2008,no,yes,yes,yes,partisan advantage of senator's constituency,
Volden2013,"Volden, Craig Wiseman, Alan E. Wittmer, Dana E.",When Are Women More Effective Lawmakers Than Men?,AJPS,2013,http://www.jstor.org/stable/23496600,"Previous scholarship has demonstrated that female lawmakers differ from their male counterparts by engaging more fully in consensus-building activities. We argue that this behavioral difference does not serve women equally well in all institutional settings. Contentious and partisan activities of male lawmakers may help them outperform women when in a polarized majority party. However, in the minority party, while men may choose to obstruct and delay, women continue to strive to build coalitions and bring about new policies. We find strong evidence that minority party women in the U.S. House of Representatives are better able to keep their sponsored bills alive through later stages of the legislative process than are minority party men, across the 93rd--110th Congresses (1973--2008). The opposite is true for majority party women, however, who counterbalance this lack of later success by introducing more legislation. Moreover, while the legislative style of minority party women has served them well consistently across the past four decades, majority party women have become less effective as Congress has become more polarized.",yes,no,scholarly,scholarly,,"Scott Adler and John Wilkerson's Congressional Bills Project data, Frank Baumgartner and Bryan Jones's Policy Agendas Project data, and Keith Poole and Howard Rosenthal's Nominate data. Replication data for this article are available at http://dvn.iq.harvard.edu/dvn/dv/ajps/faces/study/StudyPage.xhtml?globalId=hdl: 1902.1/18911",US House,1973-2008,yes,yes,yes,yes,member's legislative effectiveness score,
WILKINS2012,"WILKINS, A. R. J. U. N. S.","Electoral Security of Members of the U.S. House, 1900--2006",LSQ,2012,http://www.jstor.org/stable/24894376,"Previous studies have documented that the increase in the incumbency advantage in the 1960s did not decrease the probability of defeat of incumbents in the U.S. House. I define a method for establishing bounds on the probability of incumbent defeat and find that it decreases significantly in the 1950s, before the rise of the incumbency advantage. Incumbency advantage does not have a direct relationship with incumbent defeat rates, raising questions about the use of the incumbency advantage as a means for making inferences about the electoral security of incumbents.",maybe,no,scholarly,scholarly,,"ICPSR Study 06311, U.S. House Clerk, http:",US House,1900-2006,no,yes,no,no,,
WILLIAMS2012,"WILLIAMS, B. R. I. A. N. D.",Institutional Change and Legislative Vote Consensus in New Zealand,LSQ,2012,http://www.jstor.org/stable/41719852,"In this research note, I discuss results from a recent study assessing the impact that New Zealand's electoral and legislative system reforms had on levels of vote consensus achieved in the House of Representatives. Using a new legislative vote data set spanning from 1987 to 2007, I find evidence that the institutional changes fostered an increase in consensual legislative vote outcomes. I also provide a brief theoretical explanation of the developments and address a few issues concerning the measure of consensus used and the interpretation of the data.",no,,,,,,New Zealand,1987-2007,,,,,,
WILSON2009,"WILSON, W. A. L. T. E. R.",Latino Representation on Congressional Websites,LSQ,2009,http://www.jstor.org/stable/20680249,"Do Latino representatives enhance or enlarge"" Latino representation (Walsh 2002)? I examined the content of websites posted by members of the 110th Congress and found that the websites of Latino representatives are not more accessible to Spanish-speaking users than the websites of non-Latino representatives nor are the sites more likely to exhibit pro-immigrant positions or offer immigration assistance. The websites of Latino representatives are however more likely to present Latino perspectives. Latino representatives enhance Latino representation in this forum by enlarging or broadening the presence of a Latino voice in policy discussion.""",yes,no,original,original,,Congressional websites of all members of the US House who served during the 110th Congress,US House,2007-2009,yes,yes,no,yes,,
Yoshinaka2011,"YOSHINAKA, A. N. T. O. I. N. E.; GROSE, C. H. R. I. S. T. I. A. N. R.",Ideological Hedging in Uncertain Times: Inconsistent Legislative Representation and Voter Enfranchisement,BJPS,2011,http://www.jstor.org/stable/41241841,Can ideological inconsistency in legislators' voting records be explained by uncertainty about constituent preferences? Do legislators 'hedge their bets' ideologically when faced with constituency uncertainty? This article presents an uncertainty-based theory of ideological hedging. Legislators faced with uncertainty about their constituent preferences have an incentive to present ideologically inconsistent roll-call records. Legislators experiment with a variety of roll-call positions in order to learn the preferences of their constituents. An examination of US senators during 1961-2004 shows that uncertainty due to black enfranchisement and mobilization led to higher ideological inconsistency in legislative voting records. Ideologically inconsistent behaviour by elected officials can be characterized as best responses to a changing and uncertain environment. These results have implications for representation and the stability of democracy.,yes,no,original,original,,Committee reports from 4th and 5th European Parliaments,European Parliament,1994-2004,no,yes,yes,no,expertise,
Zucco2009,"Zucco, Cesar",Ideology or What? Legislative Behavior in Multiparty Presidential Settings,JOP,2009,http://www.jstor.org/stable/10.1017/s0022381609090896,"In this paper I show that voting patterns of Brazilian legislators depart from their ideology in ways that suggest that the president plays an important role in influencing their behavior. Moreover, statistical analysis indicates that this influence is channeled through the distribution of pork and nominations to cabinet positions. Ideology not only fails to fully explain the patterns of legislative behavior observed since the return to democracy, but there is evidence that ideological behavior has declined over time.",yes,no,scholarly,government,,Budgetary data compiled by the Camara de Deputados.,Brazil,1996-2006,no,yes,yes,no,,
